sentence_id,sentence,bucket,list_number
246,I think that might have been the truth.,2.25-3.25,2
592,She does not want to assume anything yet.,4.25-5.25,2
218,The couple had a daughter and a son.,2.25-3.25,2
340,He had only ever seen them in books.,3.25-4.25,2
205,We sat in silence for a few moments.,2.25-3.25,2
137,Are you sure that I can do it?,<2.25,2
495,I'm not up to unraveling subtle hints today.,4.25-5.25,2
540,The operation was canceled only hours before launch.,4.25-5.25,2
184,"I'm not sure how old I am, either.",2.25-3.25,2
189,This is the proof I've been waiting for.,2.25-3.25,2
673,All versions of this document refer to influenza.,>5.25,2
111,There's so much to see in this house.,<2.25,2
230,Are you going to the race on Saturday?,2.25-3.25,2
604,"Jake blushed, his face looked like a carrot.",4.25-5.25,2
674,I therefore postpone a final decision until Friday.,>5.25,2
216,I really appreciate what you did for me.,2.25-3.25,2
528,He had ripped off the face mask too.,4.25-5.25,2
431,There was nothing he found off about them.,3.25-4.25,2
490,The hiss of silk brought his head up.,4.25-5.25,2
526,These were all instruments meant for specific situations.,4.25-5.25,2
17,We've got a lot of work to do.,<2.25,2
311,"It belongs here, just like you belong here.",2.25-3.25,2
608,The average man would go after the reward.,4.25-5.25,2
655,Similar weak pyrotechnics drizzled from the other batteries.,>5.25,2
180,That would have been too easy for me.,2.25-3.25,2
750,The voices were getting louder and sounded agitated.,>5.25,2
320,Am I supposed to learn something from this?,2.25-3.25,2
373,The other side was in a similar situation.,3.25-4.25,2
97,I didn't even want to think about that.,<2.25,2
291,That's why we hired you to confirm it.,2.25-3.25,2
741,Most were curiously quiet and wary around him.,>5.25,2
614,Two French colonial buildings are still seen here.,4.25-5.25,2
44,Why don't you go play in your room?,<2.25,2
751,She grabbed what was handy and she moved.,>5.25,2
439,He featured in a number of stage productions.,3.25-4.25,2
484,You're meddling with powers you cannot possibly comprehend.,4.25-5.25,2
163,It wasn't the first time he'd heard it.,2.25-3.25,2
589,Admission period cannot be extended under the program.,4.25-5.25,2
632,I know how private you and Sally are.,4.25-5.25,2
53,She opened her eyes and looked at me.,<2.25,2
29,Now I'll be back in a few minutes.,<2.25,2
506,"Her brow puckered as once again, she couldn't.",4.25-5.25,2
313,Could we go with you and film it?,2.25-3.25,2
787,Seth would marry Beth and have ten kids.,>5.25,2
577,I'll choose her tomorrow and every day after.,4.25-5.25,2
269,She liked going to the racetrack so much.,2.25-3.25,2
199,Of course there had to be a plan.,2.25-3.25,2
129,I don't even know why I do it.,<2.25,2
680,Dipped sweet in honey to drip thy shine.,>5.25,2
646,"He reached a hand, knowing she would help.",>5.25,2
417,Two o'clock arrived and so did the guests.,3.25-4.25,2
120,"What do you mean, what am I doing?",<2.25,2
274,There are too many odd things going on.,2.25-3.25,2
418,These changes are then passed on to offspring.,3.25-4.25,2
15,When was the last time you saw him?,<2.25,2
723,The surrounding farms and woods get more extensive.,>5.25,2
227,"Sometimes, all you need is the right motivation.",2.25-3.25,2
739,But free baked goods would soak it up!,>5.25,2
637,Danny tipped his head to that and smiled.,4.25-5.25,2
48,Time for me to go to the bathroom.,<2.25,2
307,Can you just please come down from there?,2.25-3.25,2
165,Did you do what you were supposed to?,2.25-3.25,2
563,The lad joined him at the front gate.,4.25-5.25,2
91,This is the worst moment of my life.,<2.25,3
5,Is there anything I can do for you?,<2.25,3
285,And now there are trees all around us.,2.25-3.25,3
335,He looked to be a normal-sized eight-year-old kid.,3.25-4.25,3
67,"Oh, I wish I could remember the name.",<2.25,3
336,He looked at me with a wacky gaze.,3.25-4.25,3
138,There is no use in talking about it.,<2.25,3
502,We were surrounded by people from various origins.,4.25-5.25,3
699,It also had real but limited economic advances.,>5.25,3
92,Maybe you should take another look at it.,<2.25,3
168,I'm just trying to find the right words.,2.25-3.25,3
94,This is not where I want to be.,<2.25,3
359,So tonight I decided to have a barbecue.,3.25-4.25,3
771,Reactions worked totally off of his trained instincts.,>5.25,3
115,What am I going to say to them?,<2.25,3
99,I was trying to do the right thing.,<2.25,3
304,We must move before the sun comes up.,2.25-3.25,3
399,"Fortunately, you've arrived on a very interesting night.",3.25-4.25,3
701,I was elected captain and James became jealous.,>5.25,3
177,"Frankly, I can't spare the time right now.",2.25-3.25,3
764,Your writ runs in the hours of darkness.,>5.25,3
455,"However, I am without argument to explain it.",3.25-4.25,3
288,Isn't she coming home for tea after all?,2.25-3.25,3
76,I can't get it out of my head.,<2.25,3
179,"In the meantime, I had much to do.",2.25-3.25,3
254,He had not expected them to believe him.,2.25-3.25,3
345,It was a very heavy silence that followed.,3.25-4.25,3
485,The huge goalkeeper had vanished into thin air.,4.25-5.25,3
305,I went out to get him some food.,2.25-3.25,3
518,"Go figure, no one wears hats these days.",4.25-5.25,3
532,They keep inviting us back every single year.,4.25-5.25,3
466,He pulled up with all of his strength.,3.25-4.25,3
234,Why do you think you're in this pickle?,2.25-3.25,3
169,"Well, of course, I'm sure you're a gentleman.",2.25-3.25,3
69,Looks like someone wants to be a hero.,<2.25,3
104,Everything you need to know is right there.,<2.25,3
375,She can also be a bear at times.,3.25-4.25,3
57,But I don't know exactly where she is.,<2.25,3
600,It was not the most comfortable of transport.,4.25-5.25,3
402,He might get fed up of his habits.,3.25-4.25,3
226,Her voice was too soft to be heard.,2.25-3.25,3
588,But what did I know of such technology?,4.25-5.25,3
390,"No is a very powerful word, my friend.",3.25-4.25,3
499,There was a room beyond a dividing wall.,4.25-5.25,3
652,The thrill and the challenge top my list.,>5.25,3
208,"Maybe you'll find it later, maybe you won't.",2.25-3.25,3
290,We have a few hours of light left.,2.25-3.25,3
626,"When juvenile, it is bright yellow in color.",4.25-5.25,3
740,She began another long chant from the rituals.,>5.25,3
176,I knew it was going to be okay.,2.25-3.25,3
186,Why couldn't you just keep your head down?,2.25-3.25,3
677,Less successful was the area of educational politics.,>5.25,3
472,"Your mouth is so tight, and turned down.",3.25-4.25,3
203,We need to get out of the sun.,2.25-3.25,3
337,"The three men look at each other, dumbfounded.",3.25-4.25,3
16,I don't know what I'm going to do.,<2.25,3
752,I got a bigger customer base this summer.,>5.25,3
497,"He shifted uneasily, then settled into thoughtful silence.",4.25-5.25,3
531,The keys were luckily still in the ignition.,4.25-5.25,3
550,All of that makes you look rather official.,4.25-5.25,3
618,He's learned to shake off something like this.,4.25-5.25,3
161,So what exactly do you have in mind?,2.25-3.25,3
96,How did you know where to find me?,<2.25,3
130,It was the last thing I could do.,<2.25,3
110,That's two and a half hours from now.,<2.25,3
329,I took the stairs two at a time.,3.25-4.25,3
142,What time do you have to be there?,<2.25,3
649,I dodged an autograph-hungry fan and reached her.,>5.25,3
267,I believe there is a world out there.,2.25-3.25,3
242,You guys are in my line of work.,2.25-3.25,3
578,"They passed the same houses, streets and stores.",4.25-5.25,3
562,He was a ten-foot pole type of person.,4.25-5.25,3
26,How do I get in touch with you?,<2.25,3
712,Mist rarely remained long when it came indoors.,>5.25,3
88,I wanted to get to know you better.,<2.25,3
295,It might help if we talked about it.,2.25-3.25,3
223,His eyes were like saucers in the darkness.,2.25-3.25,3
107,He wanted to see what he was doing.,<2.25,3
749,Edward answered but Barbara came to the phone.,>5.25,3
681,Never again would her boss dictate her actions.,>5.25,3
687,"He would remember little of his run, later.",>5.25,3
106,Do you see the size of that thing?,<2.25,3
301,I'm sure you'll be back before it's born.,2.25-3.25,3
233,They have something else in common as well.,2.25-3.25,3
105,Are you telling me that was a lie?,<2.25,3
214,He shook his head with a small smile.,2.25-3.25,3
645,I barely refrained from uttering a self-berating grunt.,>5.25,3
596,He would prove unworthy of his great calling.,4.25-5.25,3
533,"Producing another two, he gave them to her.",4.25-5.25,3
236,There is a small shop in the village.,2.25-3.25,3
327,"Still, the case remains one of extreme difficulty.",3.25-4.25,3
422,We're pretty sure the plates are back there.,3.25-4.25,3
24,Is that all you want to talk about?,<2.25,3
344,"I nodded a little, trying to compose myself.",3.25-4.25,3
228,They sat at the table in the kitchen.,2.25-3.25,3
30,Thank you so much for meeting with us.,<2.25,3
25,"Trust me, I am telling you the truth.",<2.25,3
341,I stood in the crossroads for a moment.,3.25-4.25,3
275,They can't help it and neither can I.,2.25-3.25,3
462,He gave me the number and hung up.,3.25-4.25,3
451,You let greed get the better of you.,3.25-4.25,4
362,"It reminded her of her heart, her soul.",3.25-4.25,4
622,She started to look uncomfortable then hid it.,4.25-5.25,4
426,The thought of using makeup made her shiver.,3.25-4.25,4
181,Don't let your guard down for a moment.,2.25-3.25,4
456,A smile worked its way to her lips.,3.25-4.25,4
220,What a day this was going to be!,2.25-3.25,4
152,I am not going to talk about it.,<2.25,4
460,He's so busy lately I hardly see him.,3.25-4.25,4
281,What's this amazing thing that's happening to her?,2.25-3.25,4
725,The assembly also sometimes is about moral teaching.,>5.25,4
121,That's what I am trying to tell you.,<2.25,4
351,It was as if the darkness itself thickened.,3.25-4.25,4
559,He pointed out the device on the shield.,4.25-5.25,4
100,"As you can see, it is quite large.",<2.25,4
164,We need to take it a step further.,2.25-3.25,4
683,The air traffic control center functions without these.,>5.25,4
32,I want you to be my best man.,<2.25,4
635,Emerson spoke to his man inside the bureau.,4.25-5.25,4
672,"The metal collects charged particles, drawing a current.",>5.25,4
612,He knows what happened at the shirt place.,4.25-5.25,4
41,You're going to have to talk to them.,<2.25,4
54,Would you like to come back one day?,<2.25,4
445,She took not one more step toward him.,3.25-4.25,4
718,All three anchor stores are on one level.,>5.25,4
346,"He leaned forward, looking directly at the president.",3.25-4.25,4
538,The platform carried us to the surface again.,4.25-5.25,4
793,A short row of stores lay directly ahead.,>5.25,4
761,Peter drove away and David came back inside.,>5.25,4
156,What do you want to hear from me?,<2.25,4
408,I opened the heavy door and looked inside.,3.25-4.25,4
642,It stems from a primal attraction for shelter.,>5.25,4
86,That's just the way it is for me.,<2.25,4
621,I set the girl down by the others.,4.25-5.25,4
575,He smiled when he saw the shadows part.,4.25-5.25,4
571,The next morning she was literally shaken awake.,4.25-5.25,4
114,"Well, you can sleep here if you want.",<2.25,4
781,That one moment could erase all you've accomplished.,>5.25,4
503,"She was almost twelve, her passions yet unfettered.",4.25-5.25,4
500,Jane heaved her paperwork out of the kitchen.,4.25-5.25,4
583,He served briefly as a superior court judge.,4.25-5.25,4
174,She closed the door and leaned against it.,2.25-3.25,4
75,How dare you speak to me like that?,<2.25,4
414,I am one step away from saying that,3.25-4.25,4
167,He walked to the window and looked out.,2.25-3.25,4
623,Why had just those two not been found?,4.25-5.25,4
119,Here is what I want you to do.,<2.25,4
309,It is the only member of its genus.,2.25-3.25,4
482,His scientific publications were focused on string theory.,4.25-5.25,4
731,"He would arrive tomorrow, exciting her beyond belief.",>5.25,4
385,It's the most accurate way to verify information.,3.25-4.25,4
261,"On a bad day, it could be impenetrable.",2.25-3.25,4
361,Her lips were set in a stiff line.,3.25-4.25,4
483,"As the temperature increases, diodes' forward voltage decreases.",4.25-5.25,4
467,She had to admit it was rather nice.,3.25-4.25,4
73,What do you want me to do now?,<2.25,4
759,"Then, it remained just half of the echo.",>5.25,4
738,But her remaining pack items were all gone.,>5.25,4
489,Their mood was dejected at the impending parting.,4.25-5.25,4
433,A light came on in a small room.,3.25-4.25,4
587,Think of me in times yet to come.,4.25-5.25,4
157,There's no need to hide anything from us.,<2.25,4
684,"Usually, Mike texted her nonstop, even during school.",>5.25,4
557,Could she even begin to imagine the scenario?,4.25-5.25,4
195,I just have a lot on my mind.,2.25-3.25,4
78,He had no idea what was going on.,<2.25,4
149,Do whatever it is you need to do.,<2.25,4
429,This was a time for fun and enjoyment.,3.25-4.25,4
146,There was only one thing I could do.,<2.25,4
84,"Well, it's up to us then, isn't it?",<2.25,4
647,They carefully walk on the slick stone floor.,>5.25,4
709,Lawrence heard faint far off voices way behind.,>5.25,4
615,But being at the farm was too difficult.,4.25-5.25,4
706,He surveyed the crew with hard dark eyes.,>5.25,4
481,Under most circumstances he appeared relaxed and confident.,4.25-5.25,4
317,She didn't think this was a good sign.,2.25-3.25,4
629,The smell of roasted meat filled the camp.,4.25-5.25,4
464,We have a location from the phone company.,3.25-4.25,4
480,Does that look at all suspicious to you?,3.25-4.25,4
690,Older larvae live freely between spun leaf segments.,>5.25,4
785,A smile cracked the big man's rock face.,>5.25,4
63,"Look, I think we should work things out.",<2.25,4
263,"Either way, I wanted to hear his story.",2.25-3.25,4
436,He keeps his word and they keep theirs.,3.25-4.25,4
654,That alone was reason to avoid car discussions.,>5.25,4
501,Its realisation in the near future is unlikely.,4.25-5.25,4
212,There's no such thing as a bad coincidence.,2.25-3.25,4
260,She suddenly sat up and opened her eyes.,2.25-3.25,4
47,"If this is a joke, it's not funny.",<2.25,4
650,"It made less mess, solving my original concern.",>5.25,4
719,The soft earth beneath begged to be uncovered.,>5.25,4
479,He wanted to be away from those reporters.,3.25-4.25,4
662,"The building shook, books falling off the shelves.",>5.25,4
798,The signal also reaches part of Western Wyoming.,>5.25,4
222,I'm just going to grab a few things.,2.25-3.25,4
280,How do you manage to stay so cool?,2.25-3.25,4
224,"You take the front, I'll take the back.",2.25-3.25,4
89,This is a good place to meet you.,<2.25,4
306,The album went platinum shortly after its release.,2.25-3.25,4
1,Can I talk to you for a minute?,<2.25,4
117,"Now, why did you ask to see me?",<2.25,5
726,Or pretend we run an imaginary puppy store?,>5.25,5
717,The crystals all over his car were growing.,>5.25,5
534,"Anne turned around, but barely recognized the captain.",4.25-5.25,5
249,I was just giving you a hard time.,2.25-3.25,5
316,I could not believe what they were saying.,2.25-3.25,5
397,Maybe later you'll be a bit more rational.,3.25-4.25,5
800,Cass stands there looking at him march away.,>5.25,5
605,It means methane gas leeching from the soil.,4.25-5.25,5
795,Something ancient stirred far off in the forest.,>5.25,5
695,This development enabled the emergence of secondary consciousness.,>5.25,5
660,"The world beyond was eerie and dim, unrecognizable.",>5.25,5
395,"Outside the sport, he worked as a mechanic.",3.25-4.25,5
412,Can you see the spring in his step?,3.25-4.25,5
382,I feel a new sun on my skin,3.25-4.25,5
585,I did get a lot accomplished this week.,4.25-5.25,5
21,I don't know what to do with you.,<2.25,5
36,I think I'm going to go to bed.,<2.25,5
22,Why don't you come in for a while?,<2.25,5
312,The chauffeur changes the lock on the door.,2.25-3.25,5
131,Why do you want to know my name?,<2.25,5
640,They mine the leaves of their host plant.,4.25-5.25,5
728,Flowers and mushrooms alike wore coats of glass.,>5.25,5
786,Matthew stumbled as his feet met solid steps.,>5.25,5
442,Fancy eating food with a fly in it!,3.25-4.25,5
257,The words are coming out of my mouth.,2.25-3.25,5
325,"However, the distinction is still not universally applied.",3.25-4.25,5
458,Bring him back to see me on Friday.,3.25-4.25,5
141,"Hopefully, I'll be able to find this guy.",<2.25,5
742,"Another long moment passed, William content to wait.",>5.25,5
393,He has no magic to compare with that.,3.25-4.25,5
766,"The vines, faster now, reached for her thighs.",>5.25,5
95,What did you want to see me for?,<2.25,5
775,The guard examined it and waved us on.,>5.25,5
776,"Inside, the folk were gathered wondering and praying.",>5.25,5
607,As if she could still give me orders!,4.25-5.25,5
565,I made choices without knowing I did it.,4.25-5.25,5
573,The dining area can easily accommodate ninety people.,4.25-5.25,5
735,Meet after work and sip tea while talking.,>5.25,5
791,It needed scale and drama and special effects.,>5.25,5
794,The security office always tapes from the cameras.,>5.25,5
707,I trusted they could rescue my lost self.,>5.25,5
700,Where was this girl getting her fashion tips?,>5.25,5
716,I remember now each letter represented a number.,>5.25,5
767,We took out a minute of opening credits.,>5.25,5
631,How long would Rogers let it go on?,4.25-5.25,5
109,I think I'll have a glass of water.,<2.25,5
65,There must be something you can tell us.,<2.25,5
591,You can love something without it being yours.,4.25-5.25,5
379,You hold the power source in your hand.,3.25-4.25,5
665,They traded tales as the night wore on.,>5.25,5
443,You believe him to be an unreliable witness?,3.25-4.25,5
296,You can have her lunch if you want.,2.25-3.25,5
517,No way somebody found this place on purpose.,4.25-5.25,5
255,That's what this experiment has all been about.,2.25-3.25,5
425,Dreaming with your eyes open is so different.,3.25-4.25,5
364,Melissa and her friends immediately began to disperse.,3.25-4.25,5
200,I wasn't sure how to react to that.,2.25-3.25,5
572,The April issue was published but never mailed.,4.25-5.25,5
238,I do not want to hear your excuses.,2.25-3.25,5
421,She took her stage name from her grandmother.,3.25-4.25,5
136,Let me do what I need to do.,<2.25,5
703,She appeared sick in her following doubles match.,>5.25,5
664,David arranged his features in a calm mask.,>5.25,5
590,Alfred recognized the tuxedo and bouncy blond hair.,4.25-5.25,5
64,"Thank you, but I'd prefer to be alone.",<2.25,5
171,I looked at my reflection in the mirror.,2.25-3.25,5
651,Overhead lines were rejected on environmental impact grounds.,>5.25,5
638,They pulled out of the bidding in December.,4.25-5.25,5
424,There are two or three suitcases in it.,3.25-4.25,5
155,I just had to get out of there.,<2.25,5
760,A boy we were passing turned to stare.,>5.25,5
232,He sounded like he was ready to leave.,2.25-3.25,5
594,She watched his eyes narrow as he listened.,4.25-5.25,5
556,Perhaps my opposition has offered them a deal.,4.25-5.25,5
19,"Come on, I want to show you something.",<2.25,5
289,"Come on, make sure you get both sides.",2.25-3.25,5
210,"When I got it, I was so excited.",2.25-3.25,5
554,A wave of hunger washed over her again.,4.25-5.25,5
713,"I merely posed a little, academic accounting theory.",>5.25,5
197,Does that make you feel like a celebrity?,2.25-3.25,5
124,What is it that you want to know?,<2.25,5
567,She brings to mind animals in the wild.,4.25-5.25,5
125,"I mean, what are we supposed to do?",<2.25,5
446,"We bowed again, and he opened the door.",3.25-4.25,5
610,He'd not planned wisely in his first attempt.,4.25-5.25,5
569,We were sent on ahead to make arrangements.,4.25-5.25,5
468,I was getting aggravated just thinking about it.,3.25-4.25,5
126,Do you think that's too much to ask?,<2.25,5
264,I put the picture back in the bag.,2.25-3.25,5
83,That was what I was going to say.,<2.25,5
553,He is the expert for future life study.,4.25-5.25,5
636,"Lilith laughed, but it brought home her point.",4.25-5.25,5
268,The wind is blowing in the wrong direction.,2.25-3.25,5
633,Women had come into the corridor behind them.,4.25-5.25,5
488,They are often listed separately for statistical purposes.,4.25-5.25,5
598,"She took her time, occasionally turning a page.",4.25-5.25,5
727,The suits upstairs are laying people off anyway.,>5.25,5
505,My head was a swirling mass of confusion.,4.25-5.25,5
685,At his left are another two human figures.,>5.25,5
49,All you had to do was walk away.,<2.25,6
153,Only one of them could have done that.,<2.25,6
326,He was holding his backpack over his head.,3.25-4.25,6
753,"Imagining them in my newly dark hair, perhaps?",>5.25,6
59,I really haven't made up my mind yet.,<2.25,6
512,The other two float out into the vacuum.,4.25-5.25,6
420,He put half a dozen in his pouch.,3.25-4.25,6
68,He picked it up and looked at it.,<2.25,6
733,They must purchase the electric power at wholesale.,>5.25,6
403,They were putting on a mask of calm.,3.25-4.25,6
625,"With luck, maybe it will work without trouble.",4.25-5.25,6
185,Suddenly there was an image in my mind.,2.25-3.25,6
139,There's a lot of things I can't change.,<2.25,6
496,She shopped for only one thing: a bargain.,4.25-5.25,6
148,Let me know what you think of that.,<2.25,6
492,There's already a half million in this portfolio.,4.25-5.25,6
103,"Mister, I don't want to know your name.",<2.25,6
319,Then you should go back to your table.,2.25-3.25,6
508,The elves nodded and headed for the house.,4.25-5.25,6
549,It is the second planet from their sun.,4.25-5.25,6
729,Making what we all believe look like dirt,>5.25,6
72,We have a lot of work to do.,<2.25,6
265,And are you happy with your new book?,2.25-3.25,6
724,Every second wasted in negotiation made her nervous.,>5.25,6
101,How am I supposed to tell the difference?,<2.25,6
580,Where would a wise man hide a leaf?,4.25-5.25,6
79,I didn't even know you were in town.,<2.25,6
194,People looked at him for a few seconds.,2.25-3.25,6
721,Bryan produced a card immediately and introduced himself.,>5.25,6
40,"Look, do you want my help or not?",<2.25,6
391,The eyes are the window to the soul.,3.25-4.25,6
270,He had no desire to work for him.,2.25-3.25,6
372,"There was no hesitation for him, no nerves.",3.25-4.25,6
343,That decision was an easy one to make.,3.25-4.25,6
576,This was a major advance in workshop technology.,4.25-5.25,6
427,"One, two, or a thousand more wouldn't matter.",3.25-4.25,6
282,It was time for the first pep talk.,2.25-3.25,6
7,What are you going to do about it?,<2.25,6
643,Was he pleading for release or to serve?,4.25-5.25,6
748,Dixie set her tea down and leaned forward.,>5.25,6
354,She should have started with something much smaller.,3.25-4.25,6
768,Her locked gaze remained in place this time.,>5.25,6
221,It was going to be a challenging night.,2.25-3.25,6
37,That's the funniest thing I have ever seen.,<2.25,6
262,"All right, tell me what you do know.",2.25-3.25,6
415,Here I could see the clear winter sky.,3.25-4.25,6
784,I slid into the other side with Herbert.,>5.25,6
50,I gave it to you as a present.,<2.25,6
294,"A place where they live, so to speak.",2.25-3.25,6
388,On the way back it grew quite dark.,3.25-4.25,6
799,German soil lay only a league from here.,>5.25,6
380,He speaks without the aid of a microphone.,3.25-4.25,6
509,"I blinked rapidly, struggling to pull myself together.",4.25-5.25,6
