sentence_id,sentence,bucket,list_number
278.0,"I just need to be alone, you know?",2.25-3.25,2
142.0,What time do you have to be there?,<2.25,2
189.0,This is the proof I've been waiting for.,2.25-3.25,2
328.0,The nearest neighbor is a quarter mile away.,3.25-4.25,2
323.0,"Finally, I slapped a hand over my eyes.",3.25-4.25,2
485.0,The huge goalkeeper had vanished into thin air.,4.25-5.25,2
726.0,Or pretend we run an imaginary puppy store?,>5.25,2
91.0,This is the worst moment of my life.,<2.25,2
663.0,"The three women shared a harsh, knowing laugh.",>5.25,2
418.0,These changes are then passed on to offspring.,3.25-4.25,2
634.0,"One dance, but you better not upset her.",4.25-5.25,2
78.0,He had no idea what was going on.,<2.25,2
273.0,Let's hope there isn't a backlash against him.,2.25-3.25,2
615.0,But being at the farm was too difficult.,4.25-5.25,2
624.0,"The goddess was gorgeous, no question about that.",4.25-5.25,2
721.0,Bryan produced a card immediately and introduced himself.,>5.25,2
417.0,Two o'clock arrived and so did the guests.,3.25-4.25,2
407.0,"Again, he was unable to find the fragment.",3.25-4.25,2
367.0,"When you are down, your money is sad.",3.25-4.25,2
326.0,He was holding his backpack over his head.,3.25-4.25,2
632.0,I know how private you and Sally are.,4.25-5.25,2
228.0,They sat at the table in the kitchen.,2.25-3.25,2
527.0,Smuggling is an ancient and respected trade there.,4.25-5.25,2
718.0,All three anchor stores are on one level.,>5.25,2
679.0,Other passengers reviewed shopping lists and read books.,>5.25,2
641.0,But her brittle smile remained stubbornly in place.,>5.25,2
287.0,Right now it's just wonderful to be back.,2.25-3.25,2
345.0,It was a very heavy silence that followed.,3.25-4.25,2
256.0,The following is one of the most common.,2.25-3.25,2
462.0,He gave me the number and hung up.,3.25-4.25,2
371.0,The creature didn't look anything like a werewolf.,3.25-4.25,2
625.0,"With luck, maybe it will work without trouble.",4.25-5.25,2
360.0,But the pen had been useless to him.,3.25-4.25,2
349.0,This one is the last in a series,3.25-4.25,2
154.0,I think that's all we need to know.,<2.25,2
175.0,"Just at that moment, the lights went out.",2.25-3.25,2
511.0,A heart of stone can turn to clay,4.25-5.25,2
759.0,"Then, it remained just half of the echo.",>5.25,2
58.0,"Hey, what do you think of these boots?",<2.25,2
203.0,We need to get out of the sun.,2.25-3.25,2
54.0,Would you like to come back one day?,<2.25,2
724.0,Every second wasted in negotiation made her nervous.,>5.25,2
239.0,It doesn't look like something you'd pick out.,2.25-3.25,2
586.0,"I knew my history, limited as it was.",4.25-5.25,2
300.0,John sat down on the steps and waited.,2.25-3.25,2
475.0,It was from last night at around midnight.,3.25-4.25,2
465.0,They all cast nervous glances at each other.,3.25-4.25,2
704.0,The yellow edge stripes represent achievement or brilliance.,>5.25,2
449.0,It took him a moment to remember it.,3.25-4.25,2
97.0,I didn't even want to think about that.,<2.25,2
224.0,"You take the front, I'll take the back.",2.25-3.25,2
210.0,"When I got it, I was so excited.",2.25-3.25,2
307.0,Can you just please come down from there?,2.25-3.25,2
502.0,We were surrounded by people from various origins.,4.25-5.25,2
15.0,When was the last time you saw him?,<2.25,2
184.0,"I'm not sure how old I am, either.",2.25-3.25,2
39.0,Promise me you won't put yourself in danger.,<2.25,2
241.0,She was working as quickly as she could.,2.25-3.25,2
676.0,He has aerial work and aircraft testing experience.,>5.25,2
222.0,I'm just going to grab a few things.,2.25-3.25,2
87.0,I would like to ask you some questions.,<2.25,2
121.0,That's what I am trying to tell you.,<2.25,2
406.0,I reached my limit a long time ago.,3.25-4.25,2
608.0,The average man would go after the reward.,4.25-5.25,2
325.0,"However, the distinction is still not universally applied.",3.25-4.25,2
12.0,"Listen, I have to get out of here.",<2.25,2
388.0,On the way back it grew quite dark.,3.25-4.25,2
793.0,A short row of stores lay directly ahead.,>5.25,3
737.0,She traveled the state trying to secure funds.,>5.25,3
301.0,I'm sure you'll be back before it's born.,2.25-3.25,3
526.0,These were all instruments meant for specific situations.,4.25-5.25,3
790.0,Matt replaced the receiver and returned to Sue.,>5.25,3
370.0,She grew up in a very musical household.,3.25-4.25,3
736.0,The boys were all at that runaway age.,>5.25,3
253.0,That could only mean one of three things.,2.25-3.25,3
731.0,"He would arrive tomorrow, exciting her beyond belief.",>5.25,3
390.0,"No is a very powerful word, my friend.",3.25-4.25,3
756.0,But here they were merely Paul and Anna.,>5.25,3
717.0,The crystals all over his car were growing.,>5.25,3
534.0,"Anne turned around, but barely recognized the captain.",4.25-5.25,3
293.0,I see the way you look at me.,2.25-3.25,3
491.0,"She loosed a breath, her face suddenly warm.",4.25-5.25,3
403.0,They were putting on a mask of calm.,3.25-4.25,3
144.0,Why won't you tell me what's going on?,<2.25,3
742.0,"Another long moment passed, William content to wait.",>5.25,3
649.0,I dodged an autograph-hungry fan and reached her.,>5.25,3
236.0,There is a small shop in the village.,2.25-3.25,3
792.0,A new aircraft parking apron was also constructed.,>5.25,3
56.0,I know how important this is to you.,<2.25,3
380.0,He speaks without the aid of a microphone.,3.25-4.25,3
435.0,And how are you enjoying this fine evening?,3.25-4.25,3
125.0,"I mean, what are we supposed to do?",<2.25,3
334.0,I was lukewarm about her in the beginning.,3.25-4.25,3
202.0,He'd want to know as soon as possible.,2.25-3.25,3
108.0,What do you do to make ends meet?,<2.25,3
708.0,The guy most likely looked at life simply.,>5.25,3
654.0,That alone was reason to avoid car discussions.,>5.25,3
242.0,You guys are in my line of work.,2.25-3.25,3
460.0,He's so busy lately I hardly see him.,3.25-4.25,3
469.0,He was sure victory would soon be theirs.,3.25-4.25,3
98.0,"Suddenly, I saw a look in his eyes.",<2.25,3
38.0,Are you sure you want to see it?,<2.25,3
137.0,Are you sure that I can do it?,<2.25,3
673.0,All versions of this document refer to influenza.,>5.25,3
397.0,Maybe later you'll be a bit more rational.,3.25-4.25,3
745.0,She is very powerful and famously quite ruthless.,>5.25,3
276.0,It was the end of the forest road.,2.25-3.25,3
667.0,Business travel slowed dramatically and vacations were cancelled.,>5.25,3
714.0,The patrol hats and baseball caps looked good.,>5.25,3
537.0,Your father too wished to own a boat.,4.25-5.25,3
412.0,Can you see the spring in his step?,3.25-4.25,3
375.0,She can also be a bear at times.,3.25-4.25,3
623.0,Why had just those two not been found?,4.25-5.25,3
550.0,All of that makes you look rather official.,4.25-5.25,3
684.0,"Usually, Mike texted her nonstop, even during school.",>5.25,3
588.0,But what did I know of such technology?,4.25-5.25,3
185.0,Suddenly there was an image in my mind.,2.25-3.25,3
206.0,"If we don't find anyone, we'll come back.",2.25-3.25,3
79.0,I didn't even know you were in town.,<2.25,3
109.0,I think I'll have a glass of water.,<2.25,3
551.0,You have acquired this power in two days?,4.25-5.25,3
575.0,He smiled when he saw the shadows part.,4.25-5.25,3
47.0,"If this is a joke, it's not funny.",<2.25,3
159.0,That's exactly what I want you to do.,<2.25,3
528.0,He had ripped off the face mask too.,4.25-5.25,3
305.0,I went out to get him some food.,2.25-3.25,3
211.0,"She listened for a moment, but heard nothing.",2.25-3.25,3
610.0,He'd not planned wisely in his first attempt.,4.25-5.25,3
146.0,There was only one thing I could do.,<2.25,3
474.0,"One more, then I can get some sleep.",3.25-4.25,3
606.0,It is the characteristic species of grassland ponds.,4.25-5.25,3
461.0,"Not a wiggling, mewing black and white kitten.",3.25-4.25,3
616.0,Half of Omaha has no lights right now.,4.25-5.25,3
508.0,The elves nodded and headed for the house.,4.25-5.25,3
486.0,A light bar exploded in a blinding flash.,4.25-5.25,3
722.0,A large maintenance terminal is dedicated for this.,>5.25,3
637.0,Danny tipped his head to that and smiled.,4.25-5.25,3
80.0,My mother had nothing to do with this.,<2.25,3
221.0,It was going to be a challenging night.,2.25-3.25,3
782.0,A house number clearly visible over the door.,>5.25,3
290.0,We have a few hours of light left.,2.25-3.25,3
413.0,What kinds of things do you often eat?,3.25-4.25,3
102.0,"For a moment, they stared at each other.",<2.25,3
505.0,My head was a swirling mass of confusion.,4.25-5.25,3
180.0,That would have been too easy for me.,2.25-3.25,3
691.0,Evening approached as more people filled the street.,>5.25,3
327.0,"Still, the case remains one of extreme difficulty.",3.25-4.25,3
176.0,I knew it was going to be okay.,2.25-3.25,3
40.0,"Look, do you want my help or not?",<2.25,3
490.0,The hiss of silk brought his head up.,4.25-5.25,3
138.0,There is no use in talking about it.,<2.25,3
286.0,Did you see an animal of any kind?,2.25-3.25,3
187.0,"Otherwise, I won't give you any new information.",2.25-3.25,3
434.0,It went against everything that he was taught.,3.25-4.25,3
42.0,"It's the logical thing to do, isn't it?",<2.25,3
306.0,The album went platinum shortly after its release.,2.25-3.25,3
445.0,She took not one more step toward him.,3.25-4.25,3
437.0,The conversation on this tape is totally unintelligible.,3.25-4.25,3
271.0,But it would be better if you came.,2.25-3.25,3
498.0,Very little is known about his sumo career.,4.25-5.25,3
670.0,A raw consolation halfway out of studio habitat.,>5.25,3
603.0,"Apprehension gnawed at her, and her pulse raced.",4.25-5.25,3
151.0,That was how it was supposed to be.,<2.25,3
791.0,It needed scale and drama and special effects.,>5.25,3
27.0,"Sir, would you like to leave a message?",<2.25,3
754.0,Give her feet she was not born with?,>5.25,3
777.0,A spark of compassion changed her friend's expression.,>5.25,3
64.0,"Thank you, but I'd prefer to be alone.",<2.25,4
645.0,I barely refrained from uttering a self-berating grunt.,>5.25,4
197.0,Does that make you feel like a celebrity?,2.25-3.25,4
134.0,"No, that's not the way I see it.",<2.25,4
263.0,"Either way, I wanted to hear his story.",2.25-3.25,4
734.0,"I laughed too, loving his delightful British accent.",>5.25,4
480.0,Does that look at all suspicious to you?,3.25-4.25,4
428.0,His mind raced as hard as his legs.,3.25-4.25,4
587.0,Think of me in times yet to come.,4.25-5.25,4
246.0,I think that might have been the truth.,2.25-3.25,4
258.0,I wonder how long I have been away.,2.25-3.25,4
560.0,But why could we all see their horses?,4.25-5.25,4
709.0,Lawrence heard faint far off voices way behind.,>5.25,4
249.0,I was just giving you a hard time.,2.25-3.25,4
740.0,She began another long chant from the rituals.,>5.25,4
773.0,Shipment of grub worms coming in first thing.,>5.25,4
195.0,I just have a lot on my mind.,2.25-3.25,4
402.0,He might get fed up of his habits.,3.25-4.25,4
515.0,Here is the six month's increase in advance.,4.25-5.25,4
501.0,Its realisation in the near future is unlikely.,4.25-5.25,4
451.0,You let greed get the better of you.,3.25-4.25,4
171.0,I looked at my reflection in the mirror.,2.25-3.25,4
10.0,I'll tell you what I'm going to do.,<2.25,4
566.0,Sylvia felt caught off guard by that question.,4.25-5.25,4
57.0,But I don't know exactly where she is.,<2.25,4
422.0,We're pretty sure the plates are back there.,3.25-4.25,4
245.0,She puts her arm about her daughter's shoulder.,2.25-3.25,4
339.0,He took a few steps down the hallway.,3.25-4.25,4
744.0,He released me and flashed over to her.,>5.25,4
136.0,Let me do what I need to do.,<2.25,4
580.0,Where would a wise man hide a leaf?,4.25-5.25,4
769.0,It is best if I curb my craving.,>5.25,4
499.0,There was a room beyond a dividing wall.,4.25-5.25,4
695.0,This development enabled the emergence of secondary consciousness.,>5.25,4
21.0,I don't know what to do with you.,<2.25,4
55.0,"You were right, you were right all along.",<2.25,4
419.0,My pride has taken the best of me.,3.25-4.25,4
317.0,She didn't think this was a good sign.,2.25-3.25,4
567.0,She brings to mind animals in the wild.,4.25-5.25,4
112.0,They couldn't get out of here fast enough.,<2.25,4
598.0,"She took her time, occasionally turning a page.",4.25-5.25,4
692.0,The book sales alone will be worth millions.,>5.25,4
685.0,At his left are another two human figures.,>5.25,4
581.0,"They have always been understanding, patient and kind.",4.25-5.25,4
99.0,I was trying to do the right thing.,<2.25,4
14.0,Do you have anything to say about that?,<2.25,4
374.0,It was not designed for cold winter nights.,3.25-4.25,4
190.0,We stood at the top of the hill.,2.25-3.25,4
131.0,Why do you want to know my name?,<2.25,4
698.0,She took this as a green light opportunity.,>5.25,4
43.0,"Call me when you get close, all right?",<2.25,4
298.0,All they do is cry all the time.,2.25-3.25,4
331.0,Was there anything left for me to find?,3.25-4.25,4
719.0,The soft earth beneath begged to be uncovered.,>5.25,4
458.0,Bring him back to see me on Friday.,3.25-4.25,4
525.0,Her sister was the only example she needed.,4.25-5.25,4
342.0,"He was at the wrong place, wrong time.",3.25-4.25,4
49.0,All you had to do was walk away.,<2.25,4
44.0,Why don't you go play in your room?,<2.25,4
425.0,Dreaming with your eyes open is so different.,3.25-4.25,4
743.0,She noticed his particular attitude and his attention.,>5.25,4
376.0,The wind stirred the branches of the tree.,3.25-4.25,4
248.0,Slowly I was getting used to the dark.,2.25-3.25,4
188.0,He had never seen anything like them before.,2.25-3.25,4
389.0,Then the cave yawned in front of them.,3.25-4.25,4
321.0,She sighed and leaned back on the couch.,3.25-4.25,4
378.0,Did someone try to kick the door down?,3.25-4.25,4
302.0,I don't have any in my bags either.,2.25-3.25,4
160.0,How long do you think you've been here?,<2.25,4
688.0,I watched him head to the other barn.,>5.25,4
457.0,"Finally, he had something he could actually do.",3.25-4.25,4
542.0,"A warm, fuzzy feeling settled in his bones.",4.25-5.25,4
127.0,You know that as well as I do.,<2.25,4
399.0,"Fortunately, you've arrived on a very interesting night.",3.25-4.25,4
785.0,A smile cracked the big man's rock face.,>5.25,4
265.0,And are you happy with your new book?,2.25-3.25,4
597.0,He ignored me for a full thirty seconds.,4.25-5.25,4
453.0,They spent a long time going over that.,3.25-4.25,4
652.0,The thrill and the challenge top my list.,>5.25,4
548.0,That backup team will be a last resort.,4.25-5.25,4
627.0,Eleanor turned to look at what he indicated.,4.25-5.25,4
18.0,So what do you want me to do?,<2.25,4
484.0,You're meddling with powers you cannot possibly comprehend.,4.25-5.25,4
510.0,It was an idea he kept on voicing.,4.25-5.25,4
214.0,He shook his head with a small smile.,2.25-3.25,4
181.0,Don't let your guard down for a moment.,2.25-3.25,4
664.0,David arranged his features in a calm mask.,>5.25,4
266.0,"Suddenly, a faint whisper swirled in her ear.",2.25-3.25,4
702.0,I began to ride a first rate hunch.,>5.25,4
22.0,Why don't you come in for a while?,<2.25,4
765.0,Many election officials even declined to show up.,>5.25,4
512.0,The other two float out into the vacuum.,4.25-5.25,4
410.0,"You need a partner, someone to spot you.",3.25-4.25,4
554.0,A wave of hunger washed over her again.,4.25-5.25,4
208.0,"Maybe you'll find it later, maybe you won't.",2.25-3.25,4
600.0,It was not the most comfortable of transport.,4.25-5.25,4
784.0,I slid into the other side with Herbert.,>5.25,4
264.0,I put the picture back in the bag.,2.25-3.25,4
150.0,He didn't know what was wrong with him.,<2.25,4
72.0,We have a lot of work to do.,<2.25,4
694.0,I agreed with the campaign against invalid voting,>5.25,5
591.0,You can love something without it being yours.,4.25-5.25,5
230.0,Are you going to the race on Saturday?,2.25-3.25,5
318.0,I was supposed to send this to you.,2.25-3.25,5
297.0,How many times did you try calling her?,2.25-3.25,5
304.0,We must move before the sun comes up.,2.25-3.25,5
382.0,I feel a new sun on my skin,3.25-4.25,5
268.0,The wind is blowing in the wrong direction.,2.25-3.25,5
716.0,I remember now each letter represented a number.,>5.25,5
758.0,The pollen genetically altered to carry a virus.,>5.25,5
570.0,The windows they faced were dark and shut.,4.25-5.25,5
132.0,That's just what I was going to say.,<2.25,5
509.0,"I blinked rapidly, struggling to pull myself together.",4.25-5.25,5
585.0,I did get a lot accomplished this week.,4.25-5.25,5
573.0,The dining area can easily accommodate ninety people.,4.25-5.25,5
140.0,I've never been able to figure it out.,<2.25,5
356.0,It had been snowing nonstop for a week.,3.25-4.25,5
366.0,"It was, she decided, quite a nice feeling.",3.25-4.25,5
749.0,Edward answered but Barbara came to the phone.,>5.25,5
700.0,Where was this girl getting her fashion tips?,>5.25,5
727.0,The suits upstairs are laying people off anyway.,>5.25,5
431.0,There was nothing he found off about them.,3.25-4.25,5
170.0,It was going to be a fun night.,2.25-3.25,5
489.0,Their mood was dejected at the impending parting.,4.25-5.25,5
53.0,She opened her eyes and looked at me.,<2.25,5
595.0,She had noticed the eerie quiet as well.,4.25-5.25,5
36.0,I think I'm going to go to bed.,<2.25,5
516.0,A few teeth showed in the creature's mouth.,4.25-5.25,5
633.0,Women had come into the corridor behind them.,4.25-5.25,5
711.0,Martin knew any real answers lay much deeper.,>5.25,5
89.0,This is a good place to meet you.,<2.25,5
710.0,Area residents donated basement space for sorting eyeglasses.,>5.25,5
678.0,My lungs felt dusty from all the books.,>5.25,5
762.0,"And now, Logan had stirred the pot again.",>5.25,5
564.0,She so looked forward to her new career.,4.25-5.25,5
738.0,But her remaining pack items were all gone.,>5.25,5
364.0,Melissa and her friends immediately began to disperse.,3.25-4.25,5
270.0,He had no desire to work for him.,2.25-3.25,5
207.0,It made her feel like she was home.,2.25-3.25,5
514.0,When will you bring her the color television?,4.25-5.25,5
162.0,Tomorrow was going to be a long day.,2.25-3.25,5
218.0,The couple had a daughter and a son.,2.25-3.25,5
168.0,I'm just trying to find the right words.,2.25-3.25,5
37.0,That's the funniest thing I have ever seen.,<2.25,5
795.0,Something ancient stirred far off in the forest.,>5.25,5
626.0,"When juvenile, it is bright yellow in color.",4.25-5.25,5
322.0,He picks up my hand and inspects it.,3.25-4.25,5
34.0,"Soon, there was a knock at the door.",<2.25,5
5.0,Is there anything I can do for you?,<2.25,5
656.0,Now it runs without any rake sharing arrangement.,>5.25,5
259.0,You have to be experienced to do this.,2.25-3.25,5
771.0,Reactions worked totally off of his trained instincts.,>5.25,5
497.0,"He shifted uneasily, then settled into thoughtful silence.",4.25-5.25,5
363.0,Freedom is the greatest prize of them all.,3.25-4.25,5
157.0,There's no need to hide anything from us.,<2.25,5
683.0,The air traffic control center functions without these.,>5.25,5
330.0,He got up and headed toward the kitchen.,3.25-4.25,5
739.0,But free baked goods would soak it up!,>5.25,5
644.0,The sound of the loud television startles me.,>5.25,5
357.0,He put the receiver down and sat up.,3.25-4.25,5
565.0,I made choices without knowing I did it.,4.25-5.25,5
594.0,She watched his eyes narrow as he listened.,4.25-5.25,5
707.0,I trusted they could rescue my lost self.,>5.25,5
776.0,"Inside, the folk were gathered wondering and praying.",>5.25,5
768.0,Her locked gaze remained in place this time.,>5.25,5
613.0,It probably was hard getting into our company.,4.25-5.25,5
7.0,What are you going to do about it?,<2.25,5
436.0,He keeps his word and they keep theirs.,3.25-4.25,5
96.0,How did you know where to find me?,<2.25,5
494.0,Licensing and registration procedures are opaque and politicized.,4.25-5.25,5
255.0,That's what this experiment has all been about.,2.25-3.25,5
753.0,"Imagining them in my newly dark hair, perhaps?",>5.25,5
200.0,I wasn't sure how to react to that.,2.25-3.25,5
320.0,Am I supposed to learn something from this?,2.25-3.25,5
163.0,It wasn't the first time he'd heard it.,2.25-3.25,5
158.0,"In any case, we're going to find out.",<2.25,5
524.0,She threw the whole amount into that fund.,4.25-5.25,5
223.0,His eyes were like saucers in the darkness.,2.25-3.25,5
697.0,She shoved her paper over at the boy.,>5.25,5
373.0,The other side was in a similar situation.,3.25-4.25,5
561.0,You alone have stood up to their guards.,4.25-5.25,5
291.0,That's why we hired you to confirm it.,2.25-3.25,5
604.0,"Jake blushed, his face looked like a carrot.",4.25-5.25,5
315.0,I don't see how it can be avoided.,2.25-3.25,5
642.0,It stems from a primal attraction for shelter.,>5.25,5
729.0,Making what we all believe look like dirt,>5.25,5
147.0,Why do you stare at me like that?,<2.25,5
384.0,The launch was delayed by a few months.,3.25-4.25,5
467.0,She had to admit it was rather nice.,3.25-4.25,5
90.0,"Even if I did, you'd never believe it.",<2.25,5
517.0,No way somebody found this place on purpose.,4.25-5.25,5
533.0,"Producing another two, he gave them to her.",4.25-5.25,5
133.0,Are you going to be able to sleep?,<2.25,5
590.0,Alfred recognized the tuxedo and bouncy blond hair.,4.25-5.25,5
166.0,I'd love to hear about what you're doing.,2.25-3.25,5
52.0,He asked me to have lunch with him.,<2.25,5
452.0,Everything was running as usual in her head.,3.25-4.25,5
779.0,Something lead singers in rock bands wouldn't get.,>5.25,5
631.0,How long would Rogers let it go on?,4.25-5.25,5
59.0,I really haven't made up my mind yet.,<2.25,5
751.0,She grabbed what was handy and she moved.,>5.25,6
621.0,I set the girl down by the others.,4.25-5.25,6
723.0,The surrounding farms and woods get more extensive.,>5.25,6
126.0,Do you think that's too much to ask?,<2.25,6
601.0,Jack dressed up a bit for the evening.,4.25-5.25,6
48.0,Time for me to go to the bathroom.,<2.25,6
607.0,As if she could still give me orders!,4.25-5.25,6
337.0,"The three men look at each other, dumbfounded.",3.25-4.25,6
274.0,There are too many odd things going on.,2.25-3.25,6
481.0,Under most circumstances he appeared relaxed and confident.,4.25-5.25,6
192.0,"Before I go, there's something I should say.",2.25-3.25,6
701.0,I was elected captain and James became jealous.,>5.25,6
647.0,They carefully walk on the slick stone floor.,>5.25,6
